"Title, Author (Publisher)",Year,Category,Winner
"Gears of the City, Felix Gilman (Bantam Spectra)",2009,Fantasy,
"Last Days, Brian Evenson (Underland)",2009,Fantasy,
"In Great Waters, Kit Whitfield (Jonathan Cape; Del Rey)",2009,Fantasy,
"The Painting and the City, Robert Wexler (PS Publishing)",2009,Fantasy,
"The Windup Girl, Paolo Bacigalupi (Night Shade)",2009,First Novel,TRUE
"Lamentation, Ken Scholes (Tor)",2009,First Novel,
"The Manual of Detection, Jedediah Berry (Penguin)",2009,First Novel,
"Soulless, Gail Carriger (Orbit US)",2009,First Novel,
"Norse Code, Greg van Eekhout (Ballantine Spectra)",2009,First Novel,
"Ash, Malinda Lo (Little, Brown)",2009,First Novel,
"Rosemary and Rue, Seanan McGuire (DAW)",2009,First Novel,
"Harbinger, Jack Skillingstead (Fairwood)",2009,First Novel,
"Total Oblivion, More or Less, Alan DeNiro (Ballantine Spectra)",2009,First Novel,
"Spellbent, Lucy A. Snyder (Del Rey)",2009,First Novel,
"Living with Ghosts, Kari Sperring (DAW)",2009,First Novel,
"The Adamantine palace, Stephen Deas (Gollancz; Roc 2010)",2009,First Novel,
"Lightbreaker, Mark Teppo (Night Shade)",2009,First Novel,
"Blood of Ambrose, James Enge (Pyr)",2009,First Novel,
"Anathem, Neal Stephenson (Atlantic UK; Morrow)",2008,Science Fiction,TRUE
"Matter, Iain M. Banks (Orbit UK)",2008,Science Fiction,
"City at the End of Time, Greg Bear (Gollancz; Del Rey)",2008,Science Fiction,
"Saturn's Children, Charles Stross (Orbit; Ace)",2008,Science Fiction,
"Marsbound, Joe Haldeman (Ace)",2008,Science Fiction,
"Half a Crown, Jo Walton (Tor)",2008,Science Fiction,
"Incandescence, Greg Egan (Gollancz; Night Shade)",2008,Science Fiction,
"Rolling Thunder, John Varley (Ace)",2008,Science Fiction,
"Implied Spaces, Walter Jon Williams (Night Shade)",2008,Science Fiction,
"House of Suns, Alastair Reynolds (Gollancz; Ace 2009)",2008,Science Fiction,
"The Quiet War, Paul McAuley (Gollancz; Pyr 2009)",2008,Science Fiction,
"The January Dancer, Michael Flynn (Tor)",2008,Science Fiction,
"Escapement, Jay Lake (Tor)",2008,Science Fiction,
"Pirate Sun, Karl Schroeder (Tor)",2008,Science Fiction,
"Flood, Stephen Baxter (Gollancz; Ace 2009)",2008,Science Fiction,
"Weaver, Stephen Baxter (Gollancz; Ace)",2008,Science Fiction,
"The Night Sessions, Ken MacLeod (Orbit; Tor 2009)",2008,Science Fiction,
"Song of Time, Ian R. MacLeod (PS Publishing)",2008,Science Fiction,
"The Company, K. J. Parker (Orbit)",2008,Science Fiction,
"Lavinia, Ursula K. Le Guin (Harcourt)",2008,Fantasy,TRUE
"The Dragons of Babel, Michael Swanwick (Tor)",2008,Fantasy,
"An Evil Guest, Gene Wolfe (Tor)",2008,Fantasy,
"The Shadow Year, Jeffrey Ford (Morrow)",2008,Fantasy,
"The Bell at Sealey Head, Patricia A. McKillip (Ace)",2008,Fantasy,
"An Autumn War, Daniel Abraham (Tor)",2008,Fantasy,
"The Knights of the Cornerstone, James P. Blaylock (Ace)",2008,Fantasy,
"The Hidden World, Paul Park (Tor)",2008,Fantasy,
"Shadowbridge/Lord Tophet, Gregory Frost (Del Rey)",2008,Fantasy,
"The Alchemy of Stone, Ekaterina Sedia (Prime)",2008,Fantasy,
"The Ghost in Love, Jonathan Carroll (Farrar, Straus & Giroux)",2008,Fantasy,
"The Enchantress of Florence, Salman Rushdie (Jonathan Cape; Random House)",2008,Fantasy,
"The Love We Share Without Knowing, Christopher Barzak (Bantam)",2008,Fantasy,
"Memoirs of a Master Forger, William Heaney (Gollancz) (as How to Make Friends with Demons, Graham Joyce, Night Shade Books 2009)",2008,Fantasy,
"The Engine's Child, Holly Phillips (Del Rey)",2008,Fantasy,
"Varanger, Cecelia Holland (Forge)",2008,Fantasy,
"Singularity's Ring, Paul Melko (Tor)",2008,First Novel,TRUE
"Pandemonium, Daryl Gregory (Ballantine Del Rey)",2008,First Novel,
"Thunderer, Felix Gilman (Bantam Spectra)",2008,First Novel,
"Black Ships, Jo Graham (Orbit US)",2008,First Novel,
"The Gone-Away World, Nick Harkaway (William Heinemann; Knopf)",2008,First Novel,
"Graceling, Kristin Cashore (Harcourt)",2008,First Novel,
"The Painted Man (US title: The Warded Man), Peter V. Brett (HarperVoyager; Del Rey 2009)",2008,First Novel,
"Last Dragon, J. M. McDermott (Wizards of the Coast)",2008,First Novel,
"The Cabinet of Wonders, Marie Rutkoski (Farrar, Straus & Giroux)",2008,First Novel,
"The Red Wolf Conspiracy, Robert V. S. Redick (Gollancz; Del Rey 2009)",2008,First Novel,
"Alive in Necropolis, Doug Dorst (Riverhead)",2008,First Novel,
"The Long Look, Richard Parks (Five Star)",2008,First Novel,
"The Ninth Circle, Alex Bell (Gollancz)",2008,First Novel,
"The Yiddish Policemen's Union, Michael Chabon (HarperCollins)",2007,Science Fiction,TRUE
"Spook Country, William Gibson (Putnam; Viking UK)",2007,Science Fiction,
"Halting State, Charles Stross (Ace; Orbit UK)",2007,Science Fiction,
"Brasyl, Ian McDonald (Pyr)",2007,Science Fiction,
"The Accidental Time Machine, Joe Haldeman (Ace)",2007,Science Fiction,
"Axis, Robert Charles Wilson (Tor)",2007,Science Fiction,
"Black Man (US title: Thirteen), Richard Morgan (Gollancz; Del Rey)",2007,Science Fiction,
"The Execution Channel, Ken MacLeod (Orbit; Tor)",2007,Science Fiction,
"Ha'penny, Jo Walton (Tor)",2007,Science Fiction,
"Sixty Days and Counting, Kim Stanley Robinson (Bantam; HarperCollins UK)",2007,Science Fiction,
"Undertow, Elizabeth Bear (Bantam Spectra)",2007,Science Fiction,
"Mainspring, Jay Lake (Tor)",2007,Science Fiction,
"Queen of Candesce, Karl Schroeder (Tor)",2007,Science Fiction,
"The Sons of Heaven, Kage Baker (Tor)",2007,Science Fiction,
"The Prefect, Alastair Reynolds (Gollancz; Ace)",2007,Science Fiction,
"Bad Monkeys, Matt Ruff (HarperCollins; Bloomsbury UK)",2007,Science Fiction,
"Shelter, Susan Palwick (Tor)",2007,Science Fiction,
"HARM, Brian W. Aldiss (Del Rey; Duckworth)",2007,Science Fiction,
"In War Times, Kathleen Ann Goonan (Tor)",2007,Science Fiction,
"Engineer Trilogy: Devices and Desires/Evil for Evil/The Escapement, K. J. Parker (Orbit UK; Orbit US)",2007,Science Fiction,
"The Last Colony, John Scalzi (Tor)",2007,Science Fiction,
"Conqueror, Stephen Baxter (Gollancz; Ace)",2007,Science Fiction,
"Till Human Voices Wake Us, Mark Budz (Bantam Spectra)",2007,Science Fiction,
"Making Money, Terry Pratchett (Doubleday UK; HarperCollins)",2007,Fantasy,TRUE
"Ysabel, Guy Gavriel Kay (Viking Canada; Roc)",2007,Fantasy,
"Pirate Freedom, Gene Wolfe (Tor)",2007,Fantasy,
"Territory, Emma Bull (Tor)",2007,Fantasy,
"Endless Things, John Crowley (Small Beer Press; Overlook)",2007,Fantasy,
"The White Tyger, Paul Park (Tor)",2007,Fantasy,
"Softspoken, Lucius Shepard (Night Shade Books)",2007,Fantasy,
"Ink, Hal Duncan (Macmillan UK; Del Rey)",2007,Fantasy,
"Orphan's Tales: In the Cities of Coin and Spice, Catherynne M. Valente (Bantam Spectra)",2007,Fantasy,
"Whiskey and Water, Elizabeth Bear (Roc)",2007,Fantasy,
"The New Moon's Arms, Nalo Hopkinson (Warner)",2007,Fantasy,
"A Betrayal in Winter, Daniel Abraham (Tor)",2007,Fantasy,
"The Secret History of Moscow, Ekaterina Sedia (Prime Books)",2007,Fantasy,
"Titans of Chaos, John C. Wright (Tor)",2007,Fantasy,
"Daughter of Hounds, Caitlín R. Kiernan (Roc)",2007,Fantasy,
"The Spiral Labyrinth, Matthew Hughes (Night Shade Books)",2007,Fantasy,
"The Name of the Wind, Patrick Rothfuss (DAW; Gollancz)",2007,Fantasy,
"Blood Engines, T. A. Pratt (Bantam Spectra)",2007,Fantasy,
"Bone Song, John Meaney (Gollancz; Bantam Spectra 2008)",2007,Fantasy,
"Heart-Shaped Box, Joe Hill (Morrow; Gollancz)",2007,First Novel,TRUE
"The Name of the Wind, Patrick Rothfuss (DAW; Gollancz)",2007,First Novel,
"Flora Segunda, Ysabeau S. Wilce (Harcourt)",2007,First Novel,
"One for Sorrow, Christopher Barzak (Bantam Spectra)",2007,First Novel,
"City of Bones, Cassandra Clare (Simon & Schuster/McElderry)",2007,First Novel,
"Grey, Jon Armstrong (Night Shade Books)",2007,First Novel,
"The Sword-Edged Blonde, Alex Bledsoe (Night Shade Books)",2007,First Novel,
"Breakfast with the One You Love, Eliot Fintushel (Bantam Spectra)",2007,First Novel,
"Wicked Lovely, Melissa Marr (HarperTeen; HarperCollins Children's UK)",2007,First Novel,
"Maledicte, Lane Robins (Del Rey)",2007,First Novel,
"Rainbows End, Vernor Vinge (Tor)",2006,Science Fiction,TRUE
"Glasshouse, Charles Stross (Ace; Orbit)",2006,Science Fiction,
"Blindsight, Peter Watts (Tor)",2006,Science Fiction,
"Carnival, Elizabeth Bear (Bantam Spectra)",2006,Science Fiction,
"Farthing, Jo Walton (Tor)",2006,Science Fiction,
"The Clan Corporate, Charles Stross (Tor)",2006,Science Fiction,
"The Road, Cormac McCarthy (Knopf; Picador)",2006,Science Fiction,
"Against the Day, Thomas Pynchon (Penguin; Cape)",2006,Science Fiction,
"Sun of Suns, karl Schroeder (Tor)",2006,Science Fiction,
"Mathematicians in Love, Rudy Rucker (Tor)",2006,Science Fiction,
"Eifelheim, Michael Flynn (Tor)",2006,Science Fiction,
"Nova Swing, M. John Harrison (Gollancz; Bantam Spectra)",2006,Science Fiction,
"End of the World Blues, Jon Courtenay Grimwood (Gollancz; Bantam Spectra)",2006,Science Fiction,
"Matriarch, Karen Traviss (Eos)",2006,Science Fiction,
"The Armies of Memory, John Barnes (Tor)",2006,Science Fiction,
"Polity Agent, Neal Asher (Tor UK)",2006,Science Fiction,
"Emperor, Stephen Baxter (Gollancz; Ace)",2006,Science Fiction,
"Keeping It Real, Justina Robson (Gollancz; Pyr)",2006,Science Fiction,
"The Ghost Brigades, John Scalzi (Tor)",2006,Science Fiction,
"Horizons, Mary Rosenblum (Tor)",2006,Science Fiction,
"Babylon, Richard Calder (PS Publishing)",2006,Science Fiction,
"The Android's Dream, John Scalzi (Tor)",2006,Science Fiction,
"The Privilege of the Sword, Ellen Kushner (Small Beer Press; Bantam Spectra)",2006,Fantasy,TRUE
"The Jennifer Morgue, Charles Stross (Golden Gryphon; Ace)",2006,Fantasy,
"Soldier of Sidon, Gene Wolfe (Tor)",2006,Fantasy,
"Three Days to Never, Tim Powers (Subterranean; Morrow)",2006,Fantasy,
"The Last Witchfinder, James Morrow (Morrow)",2006,Fantasy,
"Shriek: An Afterword, Jeff VanderMeer (Tor UK; Tor)",2006,Fantasy,
"Solstice Wood, Patricia A. McKillip (Ace)",2006,Fantasy,
"Forest Mage, Robin Hobb (Voyager; Eos)",2006,Fantasy,
"The Vengeance of Rome, Michael Moorcock (Cape)",2006,Fantasy,
"Lisey's Story, Stephen King (Scribner; Hodder & Stoughton)",2006,Fantasy,
"(tie): The Thousandfold Thought, R. Scott Bakker (Penguin Canada; Overlook)",2006,Fantasy,
"(tie): The Tourmaline, Paul Park (Tor)",2006,Fantasy,
"The Brief History of the Dead, Kevin Brockmeier (Murray; Pantheon)",2006,Fantasy,
"The Blood Knight, Greg Keyes (Del Rey)",2006,Fantasy,
"Trial of Flowers, Jay Lake (Night Shade)",2006,Fantasy,
"The Demon and the City, Liz Williams (Night Shade)",2006,Fantasy,
"The Virtu, Sarah Monette (Ace)",2006,Fantasy,
"Fugitives of Chaos, John C. Wright (Tor)",2006,Fantasy,
"Ilario: The Lion's Eye, Mary Gentle (Gollancz; Eos)",2006,Fantasy,
"Majestrum, Matthew Hughes (Night Shade)",2006,Fantasy,
"Temeraire: His Majesty's Dragon/Throne of Jade/Black Powder War, Naomi Novik (Del Rey; Voyager)",2006,Fantasy,
"The Lies of Locke Lamora, Scott Lynch (Gollancz; Bantam Spectra)",2006,Fantasy,
"Temeraire: His Majesty's Dragon/Throne of Jade/Black Powder War, Naomi Novik (Del Rey; Voyager)",2006,First Novel,TRUE
"The Lies of Locke Lamora, Scott Lynch (Gollancz; Bantam Spectra)",2006,First Novel,
"Crystal Rain, Tobias S. Buckell (Tor)",2006,First Novel,
"The Green Glass Sea, Ellen Klages (Viking)",2006,First Novel,
"The Glass Books of the Dream Eaters, Gordon Dahlquist (Bantam; Viking UK)",2006,First Novel,
"A Shadow in Summer, Daniel Abraham (Tor)",2006,First Novel,
"Summer of the Apocalypse, James Van Pelt (Fairwood)",2006,First Novel,
"Scar Night, Alan Campbell (Tor UK; Bantam Spectra)",2006,First Novel,
"The Blade Itself, Joe Abercrombie (Gollancz; Pyr)",2006,First Novel,
"The Stolen Child, Keith Donohue (Cape; Doubleday)",2006,First Novel,
"The Burning Girl, Holly Phillips (Prime)",2006,First Novel,
"The Patron Saint of Plagues, Barth Anderson (Bantam Spectra)",2006,First Novel,
"Accelerando, Charles Stross (Ace; Orbit)",2005,Science Fiction,TRUE
"Olympos, Dan Simmons (Eos; Gollancz)",2005,Science Fiction,
"Spin, Robert Charles Wilson (Tor)",2005,Science Fiction,
"Fifty Degrees Below, Kim Stanley Robinson (HarperCollins UK; Bantam Spectra)",2005,Science Fiction,
"Learning the World, Ken MacLeod (Orbit; Tor)",2005,Science Fiction,
"Shadow of the Giant, Orson Scott Card (Tor; Orbit)",2005,Science Fiction,
"Old Twentieth, Joe Haldeman (Ace)",2005,Science Fiction,
"Never Let Me Go, Kazuo Ishiguro (Faber & Faber; Knopf)",2005,Science Fiction,
"Seeker, Jack McDevitt (Ace)",2005,Science Fiction,
"Mammoth, John Varley (Ace)",2005,Science Fiction,
"Pushing Ice, Alastair Reynolds (Gollancz; Ace)",2005,Science Fiction,
"Transcendent, Stephen Baxter (Gollancz; Del Rey)",2005,Science Fiction,
"The Carpet Makers, Andreas Eschbach (Tor)",2005,Science Fiction,
"The World Before, Karen Traviss (Eos)",2005,Science Fiction,
"Lady of Mazes, Karl Schroeder (Tor)",2005,Science Fiction,
"9Tail Fox, Jon Courtenay Grimwood (Gollancz)",2005,Science Fiction,
"The Well of Stars, Robert Reed (Orbit 2004; Tor)",2005,Science Fiction,
"Living Next Door to the God of Love, Justina Robson (Macmillan; Bantam Spectra 2006)",2005,Science Fiction,
"The Rosetta Codex, Richard Paul Russo (Ace; Orbit)",2005,Science Fiction,
"To Crush the Moon, Wil McCarthy (Bantam Spectra)",2005,Science Fiction,
"Godplayers, Damien Broderick (Thunder's Mouth)",2005,Science Fiction,
"Mind's Eye, Paul McAuley (Simon & Schuster UK)",2005,Science Fiction,
"Tumbling After, Paul Witcover (Eos)",2005,Science Fiction,
"Old Man's War, John Scalzi (Tor)",2005,Science Fiction,
"Anansi Boys, Neil Gaiman (Morrow; Review)",2005,Fantasy,TRUE
"A Feast for Crows, George R. R. Martin (Voyager; Bantam Spectra)",2005,Fantasy,
"Thud!, Terry Pratchett (Doubleday UK; HarperCollins)",2005,Fantasy,
"The Hallowed Hunt, Lois McMaster Bujold (Eos)",2005,Fantasy,
"Someone Comes to Town, Someone Leaves Town, Cory Doctorow (Tor)",2005,Fantasy,
"The Hidden Family, Charles Stross (Tor)",2005,Fantasy,
"A Princess of Roumania, Paul Park (Tor)",2005,Fantasy,
"Lord Byron's Novel: The Evening Land, John Crowley (Morrow)",2005,Fantasy,
"Fledgling, Octavia E. Butler (Seven Stories)",2005,Fantasy,
"Shaman's Crossing, Robin Hobb (Voyager; Eos)",2005,Fantasy,
"Od Magic, Patricia A. McKillip (Ace)",2005,Fantasy,
"Glass Soup, Jonathan Carroll (Tor)",2005,Fantasy,
"The House of Storms, Ian R. MacLeod (Simon & Schuster UK; Ace)",2005,Fantasy,
"The Limits of Enchantment, Graham Joyce (Gollancz; Atria)",2005,Fantasy,
"Snake Agent, Liz Williams (Night Shade)",2005,Fantasy,
"The Narrows, Alexander C. Irvine (Del Rey)",2005,Fantasy,
"Knife of Dreams, Robert Jordan (Orbit; Tor)",2005,Fantasy,
"Orphans of Chaos, John C. Wright (Tor)",2005,Fantasy,
"Hammered/Scardown/Worldwired, Elizabeth Bear (Bantam Spectra)",2005,First Novel,TRUE
"Old Man's War, John Scalzi (Tor)",2005,First Novel,
"Counting Heads, David Marusek (Tor)",2005,First Novel,
"The Strange Adventures of Rangergirl, Tim Pratt (Bantam Spectra)",2005,First Novel,
"Vellum, Hal Duncan (Macmillan UK; Del Rey 2006)",2005,First Novel,
"Rocket Science, Jay Lake (Fairwood Press)",2005,First Novel,
"Melusine, Sarah Monette (Ace)",2005,First Novel,
"The Prodigal Troll, Charles Coleman Finlay (Pyr)",2005,First Novel,
"Magic or Madness, Justine Larbalestier (Razorbill)",2005,First Novel,
"Bear Daughter, Judith Berman (Ace)",2005,First Novel,
"Poison Study, Maria V. Snyder (Luna)",2005,First Novel,
"Zahrah the Windseeker, Nnedi Okorafor-Mbachu (Houghton Mifflin)",2005,First Novel,
"Singer of Souls, Adam Stemple (Tor)",2005,First Novel,
"Spotted Lily, Anna Tambour (Prime Books)",2005,First Novel,
"Fly by Night, Frances Hardinge (Macmillan UK; HarperCollins 2006)",2005,First Novel,
"The Baroque Cycle: The Confusion; The System of the World, Neal Stephenson (Morrow)",2004,Science Fiction,TRUE
"Iron Sunrise, Charles Stross (Ace)",2004,Science Fiction,
"Eastern Standard Tribe, Cory Doctorow (Tor)",2004,Science Fiction,
"Forty Signs of Rain, Kim Stanley Robinson (HarperCollins UK; Bantam)",2004,Science Fiction,
"The Algebraist, Iain M. Banks (Orbit)",2004,Science Fiction,
"Camouflage, Joe Haldeman (Ace)",2004,Science Fiction,
"Newton's Wake, Ken MacLeod (Orbit; Tor)",2004,Science Fiction,
"The Life of the World to Come, Kage Baker (Tor)",2004,Science Fiction,
"River of Gods, Ian McDonald (Simon & Schuster UK)",2004,Science Fiction,
"Cloud Atlas, David Mitchell (Sceptre; Random House)",2004,Science Fiction,
"The Plot Against America, Philip Roth (Houghton Mifflin)",2004,Science Fiction,
"For Us, the Living, Robert A. Heinlein (Scribner)",2004,Science Fiction,
"Crucible, Nancy Kress (Tor)",2004,Science Fiction,
"Air, Geoff Ryman (St. Martin's)",2004,Science Fiction,
"Century Rain, Alastair Reynolds (Gollancz; Ace 2005)",2004,Science Fiction,
"Banner of Souls, Liz Williams (Bantam Spectra)",2004,Science Fiction,
"Exultant, Stephen Baxter (Gollancz; Del Rey)",2004,Science Fiction,
"Stamping Butterflies, Jon Courtenay Grimwood (Gollancz)",2004,Science Fiction,
"(tie): Lost in Transmission, Wil McCarthy (Bantam Spectra)",2004,Science Fiction,
"(tie): The Zenith Angle, Bruce Sterling (Del Rey)",2004,Science Fiction,
"The Fourth Circle, Zoran Zivkovic (Ministry of Whimsy)",2004,Science Fiction,
"Frek and the Elixir, Rudy Rucker (Tor)",2004,Science Fiction,
"White Devils, Paul McAuley (Simon & Schuster UK; Tor)",2004,Science Fiction,
"Spondulix, Paul Di Filippo (Cambrian)",2004,Science Fiction,
"Black Brillion, Matthew Hughes (Tor)",2004,Science Fiction,
"The Language of Power, Rosemary Kirstein (Del Rey)",2004,Science Fiction,
"Life, Gwyneth Jones (Aqueduct Press)",2004,Science Fiction,
"City of Pearl, Karen Traviss (Eos)",2004,Science Fiction,
"Polaris, Jack McDevitt (Ace)",2004,Science Fiction,
"Iron Council, China Miéville (Del Rey)",2004,Fantasy,TRUE
"The Wizard Knight, Gene Wolfe (Tor (2 volumes))",2004,Fantasy,
"Going Postal, Terry Pratchett (Doubleday UK; HarperCollins)",2004,Fantasy,
"The Dark Tower: Song of Susannah, Stephen King (Grant/Scribner)",2004,Fantasy,
"The Family Trade, Charles Stross (Tor)",2004,Fantasy,
"Alphabet of Thorn, Patricia A. McKillip (Ace)",2004,Fantasy,
"The Last Light of the Sun, Guy Gavriel Kay (Viking Canada; Roc)",2004,Fantasy,
"Perfect Circle, Sean Stewart (Small Beer Press)",2004,Fantasy,
"Mortal Love, Elizabeth Hand (Morrow)",2004,Fantasy,
"Jonathan Strange & Mr Norrell, Susanna Clarke (Bloomsbury)",2004,Fantasy,
"In the Night Room, Peter Straub (Random House)",2004,Fantasy,
"A Handbook of American Prayer, Lucius Shepard (Thunder's Mouth)",2004,Fantasy,
"The Charnel Prince, Greg Keyes (Del Rey)",2004,Fantasy,
"Dead Lines, Greg Bear (HarperCollins UK; Ballantine)",2004,Fantasy,
"Shadowmarch, Tad Williams (DAW)",2004,Fantasy,
"Glass Dragons, Sean McMullen (Tor)",2004,Fantasy,
"One King, One Soldier, Alexander C. Irvine (Del Rey)",2004,Fantasy,
"The Last Guardian of Everness, John C. Wright (Tor)",2004,Fantasy,
"Dragon's Treasure, Elizabeth A. Lynn (Ace)",2004,Fantasy,
"Murder of Angels, Caitlín R. Kiernan (Roc)",2004,Fantasy,
"The Witches' Kitchen, Cecelia Holland (Forge)",2004,Fantasy,
"Jonathan Strange & Mr Norrell, Susanna Clarke (Bloomsbury)",2004,First Novel,TRUE
"The Year of Our War, Steph Swainston (Gollancz; Eos 2005)",2004,First Novel,
"City of Pearl, Karen Traviss (Eos)",2004,First Novel,
"Trash Sex Magic, Jennifer Stevenson (Small Beer Press)",2004,First Novel,
"The Coyote Kings of the Space-Age Bachelor Pad, Minister Faust (Del Rey)",2004,First Novel,
"Ghosts in the Snow, Tamara Siler Jones (Bantam Spectra)",2004,First Novel,
"Olympic Games, Leslie What (Tachyon Publications)",2004,First Novel,
"Move Under Ground, Nick Mamatas (Night Shade)",2004,First Novel,
"Weapons of Choice, John Birmingham (Del Rey)",2004,First Novel,
"Through Violet Eyes, Stephen Woodworth (Dell)",2004,First Novel,
"Fitzpatrick's War, Theodore Judson (DAW)",2004,First Novel,
"The Arcanum, Thomas Wheeler (Bantam)",2004,First Novel,
"Firethorn, Sarah Micklem (Scribner)",2004,First Novel,
"The Labyrinth, Catherynne M. Valente (Prime Books)",2004,First Novel,
"The Gods and Their Machines, Oisin McGann (Tor)",2004,First Novel,
"Ilium, Dan Simmons (Eos)",2003,Science Fiction,TRUE
"Pattern Recognition, William Gibson (Putnam)",2003,Science Fiction,
"Quicksilver, Neal Stephenson (Morrow)",2003,Science Fiction,
"Darwin's Children, Greg Bear (Del Rey)",2003,Science Fiction,
"The Speed of Dark, Elizabeth Moon (Orbit 2002; Ballantine)",2003,Science Fiction,
"Absolution Gap, Alastair Reynolds (Gollancz; Ace 2004)",2003,Science Fiction,
"Singularity Sky, Charles Stross (Ace)",2003,Science Fiction,
"Omega, Jack McDevitt (Ace)",2003,Science Fiction,
"Coalescent, Stephen Baxter (Gollancz; Del Rey)",2003,Science Fiction,
"Blind Lake, Robert Charles Wilson (Tor)",2003,Science Fiction,
"The Golden Age: The Phoenix Exultant; The Golden Transcendence, John C. Wright (Tor two volumes; SFBC)",2003,Science Fiction,
"Nothing Human, Nancy Kress (Golden Gryphon)",2003,Science Fiction,
"Natural History, Justina Robson (Macmillan)",2003,Science Fiction,
"Succession: The Risen Empire; The Killing of Worlds, Scott Westerfeld (Tor two volumes; SFBC)",2003,Science Fiction,
"The Poison Master, Liz Williams (Bantam Spectra)",2003,Science Fiction,
"Sister Alice, Robert Reed (Orbit; Tor)",2003,Science Fiction,
"Felaheen: The Third Arabesk, Jon Courtenay Grimwood (Earthlight)",2003,Science Fiction,
"Memory, Linda Nagata (Tor)",2003,Science Fiction,
"The Lost Steersman, Rosemary Kirstein (Del Rey)",2003,Science Fiction,
"The Line of Polity, Neal Asher (Tor UK)",2003,Science Fiction,
"Paladin of Souls, Lois McMaster Bujold (Eos)",2003,Fantasy,TRUE
"Monstrous Regiment, Terry Pratchett (Doubleday UK; HarperCollins)",2003,Fantasy,
"The Light Ages, Ian R. MacLeod (Ace)",2003,Fantasy,
"The Dark Tower V: Wolves of the Calla, Stephen King (Donald M. Grant/Scribner)",2003,Fantasy,
"1610: A Sundial in a Grave, Mary Gentle (Gollancz)",2003,Fantasy,
"The War of the Flowers, Tad Williams (DAW)",2003,Fantasy,
"The Briar King, Greg Keyes (Del Rey)",2003,Fantasy,
"lost boy lost girl, Peter Straub (Random House)",2003,Fantasy,
"Fool's Fate, Robin Hobb (Voyager; Bantam Spectra 2004)",2003,Fantasy,
"The Salt Roads, Nalo Hopkinson (Warner)",2003,Fantasy,
"The Crystal City, Orson Scott Card (Tor)",2003,Fantasy,
"The Skrayling Tree, Michael Moorcock (Warner Aspect)",2003,Fantasy,
"The Anvil of the World, Kage Baker (Tor)",2003,Fantasy,
"In the Forests of Serre, Patricia A. McKillip (Ace)",2003,Fantasy,
"Sunshine, Robin McKinley (Berkley)",2003,Fantasy,
"Midnight Lamp, Gwyneth Jones (Gollancz)",2003,Fantasy,
"Mortal Suns, Tanith Lee (Overlook)",2003,Fantasy,
"The Night Country, Stewart O'Nan (Farrar, Straus & Giroux)",2003,Fantasy,
"Down and Out in the Magic Kingdom, Cory Doctorow (Tor)",2003,First Novel,TRUE
"Veniss Underground, Jeff VanderMeer (Prime Books)",2003,First Novel,
"The Time Traveler's Wife, Audrey Niffenegger (MacAdam/Cage)",2003,First Novel,
"The Etched City, K. J. Bishop (Prime Books)",2003,First Novel,
"Paper Mage, Leah R. Cutter (Roc)",2003,First Novel,
"Spin State, Chris Moriarty (Bantam Spectra)",2003,First Novel,
"Clade, Mark Budz (Bantam Spectra)",2003,First Novel,
"The Darkness That Comes Before, R. Scott Bakker (Penguin Canada)",2003,First Novel,
"Star Dragon, Mike Brotherton (Tor)",2003,First Novel,
"A Telling of Stars, Caitlin Sweet (Penguin Canada)",2003,First Novel,
"Magic's Silken Snare, ElizaBeth Gilligan (DAW)",2003,First Novel,
"The Buzzing, Jim Knipfel (Vintage)",2003,First Novel,
"The Years of Rice and Salt, Kim Stanley Robinson (Bantam)",2002,Science Fiction,TRUE
"Kiln People, David Brin (Tor)",2002,Science Fiction,
"Bones of the Earth, Michael Swanwick (Eos)",2002,Science Fiction,
"Redemption Ark, Alastair Reynolds (Gollancz; Ace Jun 2003)",2002,Science Fiction,
"Coyote, Allen Steele (Ace)",2002,Science Fiction,
"Light, M. John Harrison (Gollancz)",2002,Science Fiction,
"Shadow Puppets, Orson Scott Card (Tor)",2002,Science Fiction,
"Chindi, Jack McDevitt (Ace)",2002,Science Fiction,
"The Separation, Christopher Priest (Scribner UK)",2002,Science Fiction,
"Schild's Ladder, Greg Egan (Gollancz; Eos)",2002,Science Fiction,
"The Mount, Carol Emshwiller (Small Beer Press)",2002,Science Fiction,
"Probability Space, Nancy Kress (Tor)",2002,Science Fiction,
"Guardian, Joe Haldeman (Ace)",2002,Science Fiction,
"Engine City, Ken MacLeod (Orbit; Tor Jan 2003)",2002,Science Fiction,
"Ruled Britannia, Harry Turtledove (NAL)",2002,Science Fiction,
"(tie): Evolution, Stephen Baxter (Gollancz; Del Rey Feb 2003)",2002,Science Fiction,
"(tie): Vitals, Greg Bear (Del Rey)",2002,Science Fiction,
"Lion's Blood, Steven Barnes (Warner Aspect)",2002,Science Fiction,
"The Impossible Bird, Patrick O'Leary (Tor)",2002,Science Fiction,
"The Sky So Big and Black, John Barnes (Tor)",2002,Science Fiction,
"The Visitor, Sheri S. Tepper (Eos)",2002,Science Fiction,
"Light Music, Kathleen Ann Goonan (Eos)",2002,Science Fiction,
"Diplomatic Immunity, Lois McMaster Bujold (Baen)",2002,Science Fiction,
"Permanence, Karl Schroeder (Tor)",2002,Science Fiction,
"The Praxis, Walter Jon Williams (Earthlight; Avon Oct 2003)",2002,Science Fiction,
"Spaceland, Rudy Rucker (Tor)",2002,Science Fiction,
